,WageType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State,County
0,Living Wage,$14.51 ,$26.76 ,$32.91 ,$43.17 ,$22.38 ,$26.97 ,$32.07 ,$34.96 ,$11.19 ,$15.00 ,$19.07 ,$22.03 ,Tennessee,Jefferson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Jefferson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Jefferson
0,Living Wage,$14.02 ,$26.12 ,$32.27 ,$41.70 ,$21.89 ,$26.32 ,$31.43 ,$33.50 ,$10.95 ,$14.68 ,$18.75 ,$21.30 ,Tennessee,Johnson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Johnson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Johnson
0,Living Wage,$14.92 ,$28.55 ,$35.46 ,$46.55 ,$23.52 ,$28.00 ,$33.11 ,$36.08 ,$11.76 ,$15.90 ,$20.35 ,$23.73 ,Tennessee,Knox
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Knox
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Knox
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$41.69 ,$21.88 ,$26.31 ,$31.42 ,$33.49 ,$10.94 ,$14.68 ,$18.75 ,$21.30 ,Tennessee,Lake
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Lake
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Lake
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$42.03 ,$21.88 ,$26.31 ,$31.42 ,$33.82 ,$10.94 ,$14.68 ,$18.75 ,$21.47 ,Tennessee,Lauderdale
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Lauderdale
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Lauderdale
0,Living Wage,$14.16 ,$26.17 ,$32.32 ,$42.08 ,$22.04 ,$26.37 ,$31.48 ,$33.87 ,$11.02 ,$14.70 ,$18.78 ,$21.49 ,Tennessee,Lawrence
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Lawrence
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Lawrence
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$42.24 ,$21.88 ,$26.31 ,$31.42 ,$34.04 ,$10.94 ,$14.68 ,$18.75 ,$21.57 ,Tennessee,Lewis
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Lewis
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Lewis
0,Living Wage,$14.15 ,$26.15 ,$32.29 ,$42.43 ,$22.13 ,$26.35 ,$31.46 ,$34.23 ,$11.07 ,$14.69 ,$18.76 ,$21.67 ,Tennessee,Lincoln
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Lincoln
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Lincoln
0,Living Wage,$14.92 ,$28.55 ,$35.46 ,$46.55 ,$23.52 ,$28.00 ,$33.11 ,$36.08 ,$11.76 ,$15.90 ,$20.35 ,$23.73 ,Tennessee,Loudon
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Loudon
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Loudon
0,Living Wage,$14.39 ,$26.60 ,$32.75 ,$42.30 ,$22.26 ,$26.81 ,$31.91 ,$34.10 ,$11.13 ,$14.92 ,$18.99 ,$21.60 ,Tennessee,Macon
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Macon
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Macon
0,Living Wage,$14.37 ,$28.09 ,$34.99 ,$46.29 ,$23.03 ,$27.54 ,$32.65 ,$35.83 ,$11.52 ,$15.67 ,$20.11 ,$23.60 ,Tennessee,Madison
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Madison
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Madison
0,Living Wage,$15.00 ,$27.38 ,$33.53 ,$43.63 ,$23.27 ,$27.58 ,$32.69 ,$35.43 ,$11.64 ,$15.31 ,$19.38 ,$22.27 ,Tennessee,Marion
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Marion
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Marion
0,Living Wage,$14.53 ,$26.79 ,$32.94 ,$42.77 ,$22.40 ,$27.00 ,$32.10 ,$34.57 ,$11.20 ,$15.02 ,$19.09 ,$21.84 ,Tennessee,Marshall
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Marshall
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Marshall
0,Living Wage,$15.69 ,$28.91 ,$35.81 ,$47.71 ,$23.57 ,$28.36 ,$33.47 ,$37.24 ,$11.78 ,$16.08 ,$20.52 ,$24.31 ,Tennessee,Maury
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Maury
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Maury
0,Living Wage,$14.31 ,$26.36 ,$32.51 ,$42.55 ,$22.68 ,$26.57 ,$31.68 ,$34.35 ,$11.34 ,$14.80 ,$18.87 ,$21.73 ,Tennessee,McMinn
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,McMinn
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,McMinn
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$42.04 ,$22.31 ,$26.31 ,$31.42 ,$33.84 ,$11.15 ,$14.68 ,$18.75 ,$21.47 ,Tennessee,McNairy
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,McNairy
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,McNairy
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$42.59 ,$22.46 ,$26.31 ,$31.42 ,$34.39 ,$11.23 ,$14.68 ,$18.75 ,$21.75 ,Tennessee,Meigs
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Meigs
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Meigs
0,Living Wage,$13.56 ,$26.11 ,$32.26 ,$42.21 ,$22.36 ,$26.31 ,$31.42 ,$34.01 ,$11.18 ,$14.68 ,$18.75 ,$21.56 ,Tennessee,Monroe
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Monroe
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Monroe
0,Living Wage,$14.57 ,$28.38 ,$35.28 ,$47.03 ,$23.23 ,$27.83 ,$32.94 ,$36.56 ,$11.62 ,$15.81 ,$20.26 ,$23.96 ,Tennessee,Montgomery
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Montgomery
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Montgomery
0,Living Wage,$14.12 ,$26.86 ,$33.77 ,$44.74 ,$22.00 ,$26.31 ,$31.42 ,$34.27 ,$11.00 ,$15.05 ,$19.50 ,$22.82 ,Tennessee,Moore
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Moore
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Moore
0,Living Wage,$13.86 ,$26.27 ,$32.42 ,$42.56 ,$22.01 ,$26.47 ,$31.58 ,$34.36 ,$11.00 ,$14.75 ,$18.83 ,$21.73 ,Tennessee,Morgan
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Morgan
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Morgan
0,Living Wage,$13.68 ,$26.11 ,$32.26 ,$41.90 ,$22.19 ,$26.31 ,$31.42 ,$33.70 ,$11.09 ,$14.68 ,$18.75 ,$21.40 ,Tennessee,Obion
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Obion
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Obion
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$42.35 ,$22.00 ,$26.31 ,$31.42 ,$34.15 ,$11.00 ,$14.68 ,$18.75 ,$21.63 ,Tennessee,Overton
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Overton
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Overton
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$42.42 ,$21.88 ,$26.31 ,$31.42 ,$34.22 ,$10.94 ,$14.68 ,$18.75 ,$21.66 ,Tennessee,Perry
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Perry
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Perry
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$41.69 ,$22.00 ,$26.31 ,$31.42 ,$33.49 ,$11.00 ,$14.68 ,$18.75 ,$21.30 ,Tennessee,Pickett
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Pickett
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Pickett
0,Living Wage,$14.28 ,$27.20 ,$33.35 ,$43.37 ,$22.71 ,$27.40 ,$32.51 ,$35.17 ,$11.36 ,$15.22 ,$19.29 ,$22.14 ,Tennessee,Polk
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Polk
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Polk
0,Living Wage,$14.37 ,$27.26 ,$34.16 ,$45.13 ,$22.24 ,$26.71 ,$31.81 ,$34.67 ,$11.12 ,$15.25 ,$19.70 ,$23.02 ,Tennessee,Putnam
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Putnam
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Putnam
0,Living Wage,$14.13 ,$26.26 ,$32.41 ,$42.34 ,$22.00 ,$26.47 ,$31.57 ,$34.14 ,$11.00 ,$14.75 ,$18.82 ,$21.62 ,Tennessee,Rhea
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Rhea
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Rhea
0,Living Wage,$14.10 ,$27.68 ,$34.59 ,$45.13 ,$22.57 ,$27.13 ,$32.24 ,$34.66 ,$11.28 ,$15.46 ,$19.91 ,$23.01 ,Tennessee,Roane
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Roane
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Roane
0,Living Wage,$17.63 ,$30.74 ,$37.64 ,$49.14 ,$25.71 ,$30.19 ,$35.29 ,$38.67 ,$12.86 ,$16.99 ,$21.44 ,$25.02 ,Tennessee,Robertson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Robertson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Robertson
0,Living Wage,$17.63 ,$30.74 ,$37.64 ,$49.14 ,$25.71 ,$30.19 ,$35.29 ,$38.67 ,$12.86 ,$16.99 ,$21.44 ,$25.02 ,Tennessee,Rutherford
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Rutherford
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Rutherford
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$42.21 ,$21.89 ,$26.31 ,$31.42 ,$34.01 ,$10.95 ,$14.68 ,$18.75 ,$21.56 ,Tennessee,Scott
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Scott
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Scott
0,Living Wage,$15.00 ,$27.38 ,$33.53 ,$43.63 ,$23.27 ,$27.58 ,$32.69 ,$35.43 ,$11.64 ,$15.31 ,$19.38 ,$22.27 ,Tennessee,Sequatchie
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Sequatchie
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Sequatchie
0,Living Wage,$15.16 ,$27.92 ,$34.82 ,$45.71 ,$23.22 ,$27.37 ,$32.47 ,$35.25 ,$11.61 ,$15.58 ,$20.03 ,$23.31 ,Tennessee,Sevier
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Sevier
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Sevier
0,Living Wage,$15.37 ,$28.66 ,$35.57 ,$46.88 ,$23.92 ,$28.11 ,$33.22 ,$36.41 ,$11.96 ,$15.95 ,$20.40 ,$23.89 ,Tennessee,Shelby
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Shelby
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Shelby
0,Living Wage,$13.97 ,$26.52 ,$32.67 ,$42.29 ,$22.20 ,$26.73 ,$31.83 ,$34.09 ,$11.10 ,$14.88 ,$18.95 ,$21.60 ,Tennessee,Smith
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Smith
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Smith
0,Living Wage,$14.16 ,$26.92 ,$33.83 ,$44.03 ,$22.04 ,$26.37 ,$31.48 ,$33.56 ,$11.02 ,$15.08 ,$19.53 ,$22.47 ,Tennessee,Stewart
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Stewart
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Stewart
0,Living Wage,$14.11 ,$27.14 ,$34.04 ,$44.62 ,$22.10 ,$26.59 ,$31.70 ,$34.15 ,$11.05 ,$15.19 ,$19.64 ,$22.76 ,Tennessee,Sullivan
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Sullivan
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Sullivan
0,Living Wage,$17.63 ,$30.74 ,$37.64 ,$49.14 ,$25.71 ,$30.19 ,$35.29 ,$38.67 ,$12.86 ,$16.99 ,$21.44 ,$25.02 ,Tennessee,Sumner
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Sumner
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Sumner
0,Living Wage,$15.37 ,$27.91 ,$34.06 ,$44.62 ,$23.92 ,$28.11 ,$33.22 ,$36.41 ,$11.96 ,$15.57 ,$19.65 ,$22.76 ,Tennessee,Tipton
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Tipton
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Tipton
0,Living Wage,$17.63 ,$29.98 ,$36.13 ,$46.87 ,$25.71 ,$30.19 ,$35.29 ,$38.67 ,$12.86 ,$16.61 ,$20.68 ,$23.89 ,Tennessee,Trousdale
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Trousdale
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Trousdale
0,Living Wage,$14.87 ,$26.75 ,$32.90 ,$42.64 ,$22.74 ,$26.96 ,$32.07 ,$34.44 ,$11.37 ,$15.00 ,$19.07 ,$21.77 ,Tennessee,Unicoi
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Unicoi
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Unicoi
0,Living Wage,$14.92 ,$27.80 ,$33.95 ,$44.28 ,$23.52 ,$28.00 ,$33.11 ,$36.08 ,$11.76 ,$15.52 ,$19.59 ,$22.59 ,Tennessee,Union
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Union
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Union
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$41.95 ,$21.88 ,$26.31 ,$31.42 ,$33.75 ,$10.94 ,$14.68 ,$18.75 ,$21.43 ,Tennessee,Van Buren
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Van Buren
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Van Buren
