,WageType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State,County,2022 Population Est
8117,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,San Jacinto,28348
8118,Living Wage,$16.05 ,$31.05 ,$38.12 ,$49.83 ,$24.67 ,$30.34 ,$35.45 ,$38.87 ,$12.34 ,$17.15 ,$21.68 ,$25.37 ,Texas,San Patricio,69954
8119,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,San Patricio,69954
8120,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,San Patricio,69954
8121,Living Wage,$14.26 ,$28.04 ,$34.59 ,$44.59 ,$22.45 ,$27.84 ,$32.95 ,$35.18 ,$11.22 ,$15.64 ,$19.91 ,$22.75 ,Texas,San Saba,5824
8122,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,San Saba,5824
8123,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,San Saba,5824
8124,Living Wage,$14.57 ,$28.29 ,$34.67 ,$45.00 ,$22.96 ,$28.25 ,$33.36 ,$36.09 ,$11.48 ,$15.76 ,$19.95 ,$22.95 ,Texas,Schleicher,2357
8125,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Schleicher,2357
8126,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Schleicher,2357
8127,Living Wage,$15.02 ,$28.85 ,$35.17 ,$45.27 ,$23.50 ,$28.88 ,$33.98 ,$36.55 ,$11.75 ,$16.04 ,$20.20 ,$23.09 ,Texas,Scurry,16686
8128,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Scurry,16686
8129,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Scurry,16686
8130,Living Wage,$14.26 ,$27.81 ,$34.13 ,$44.27 ,$22.63 ,$27.84 ,$32.95 ,$35.55 ,$11.31 ,$15.53 ,$19.68 ,$22.59 ,Texas,Shackelford,3186
8131,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Shackelford,3186
8132,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Shackelford,3186
8133,Living Wage,$14.26 ,$27.77 ,$34.06 ,$44.22 ,$22.45 ,$27.84 ,$32.95 ,$35.61 ,$11.22 ,$15.51 ,$19.65 ,$22.56 ,Texas,Shelby,24008
8134,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Shelby,24008
8135,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Shelby,24008
8136,Living Wage,$14.26 ,$28.27 ,$35.05 ,$46.23 ,$23.08 ,$27.84 ,$32.95 ,$36.13 ,$11.54 ,$15.75 ,$20.14 ,$23.57 ,Texas,Sherman,2799
8137,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Sherman,2799
8138,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Sherman,2799
8139,Living Wage,$16.87 ,$30.45 ,$36.87 ,$47.41 ,$24.93 ,$30.39 ,$35.49 ,$38.40 ,$12.46 ,$16.85 ,$21.05 ,$24.16 ,Texas,Smith,241922
8140,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Smith,241922
8141,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Smith,241922
8142,Living Wage,$15.18 ,$30.37 ,$38.14 ,$50.79 ,$23.76 ,$28.96 ,$34.07 ,$37.74 ,$11.88 ,$16.81 ,$21.68 ,$25.85 ,Texas,Somervell,9757
8143,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Somervell,9757
8144,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Somervell,9757
8145,Living Wage,$14.26 ,$27.91 ,$34.33 ,$44.36 ,$22.66 ,$27.84 ,$32.95 ,$35.33 ,$11.33 ,$15.57 ,$19.78 ,$22.63 ,Texas,Starr,65728
8146,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Starr,65728
8147,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Starr,65728
8148,Living Wage,$14.26 ,$27.81 ,$34.13 ,$44.86 ,$22.69 ,$27.84 ,$32.95 ,$36.13 ,$11.34 ,$15.53 ,$19.68 ,$22.88 ,Texas,Stephens,9390
8149,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Stephens,9390
8150,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Stephens,9390
8151,Living Wage,$14.57 ,$28.29 ,$34.67 ,$45.00 ,$22.96 ,$28.25 ,$33.36 ,$36.09 ,$11.48 ,$15.76 ,$19.95 ,$22.95 ,Texas,Sterling,1417
8152,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Sterling,1417
8153,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Sterling,1417
8154,Living Wage,$14.57 ,$28.22 ,$34.55 ,$44.82 ,$22.96 ,$28.25 ,$33.36 ,$36.09 ,$11.48 ,$15.73 ,$19.89 ,$22.86 ,Texas,Stonewall,1182
8155,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Stonewall,1182
8156,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Stonewall,1182
8157,Living Wage,$14.26 ,$27.87 ,$34.26 ,$44.46 ,$23.08 ,$27.84 ,$32.95 ,$35.55 ,$11.54 ,$15.56 ,$19.75 ,$22.68 ,Texas,Sutton,3217
8158,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Sutton,3217
8159,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Sutton,3217
8160,Living Wage,$14.26 ,$28.27 ,$35.05 ,$45.81 ,$22.45 ,$27.84 ,$32.95 ,$35.71 ,$11.22 ,$15.75 ,$20.14 ,$23.36 ,Texas,Swisher,6881
8161,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Swisher,6881
8162,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Swisher,6881
8163,Living Wage,$16.90 ,$33.11 ,$41.05 ,$54.14 ,$25.81 ,$31.53 ,$36.63 ,$40.57 ,$12.91 ,$18.18 ,$23.14 ,$27.52 ,Texas,Tarrant,2154595
8164,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Tarrant,2154595
8165,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Tarrant,2154595
8166,Living Wage,$15.49 ,$29.41 ,$35.74 ,$46.57 ,$23.72 ,$29.44 ,$34.55 ,$37.84 ,$11.86 ,$16.33 ,$20.49 ,$23.74 ,Texas,Taylor,145163
8167,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Taylor,145163
8168,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Taylor,145163
8169,Living Wage,$14.87 ,$29.35 ,$36.39 ,$47.50 ,$23.29 ,$28.67 ,$33.77 ,$36.63 ,$11.64 ,$16.30 ,$20.81 ,$24.20 ,Texas,Terrell,693
8170,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Terrell,693
8171,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Terrell,693
8172,Living Wage,$14.26 ,$28.08 ,$34.68 ,$45.26 ,$22.45 ,$27.84 ,$32.95 ,$35.71 ,$11.22 ,$15.66 ,$19.96 ,$23.08 ,Texas,Terry,11567
8173,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Terry,11567
8174,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Terry,11567
8175,Living Wage,$14.26 ,$27.81 ,$34.13 ,$44.86 ,$22.63 ,$27.84 ,$32.95 ,$36.13 ,$11.31 ,$15.53 ,$19.68 ,$22.88 ,Texas,Throckmorton,1550
8176,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Throckmorton,1550
8177,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Throckmorton,1550
8178,Living Wage,$14.29 ,$27.76 ,$34.03 ,$43.82 ,$22.63 ,$27.84 ,$32.95 ,$35.26 ,$11.31 ,$15.50 ,$19.63 ,$22.36 ,Texas,Titus,31208
8179,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Titus,31208
8180,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Titus,31208
8181,Living Wage,$15.05 ,$29.66 ,$36.04 ,$46.84 ,$23.93 ,$29.62 ,$34.73 ,$37.92 ,$11.97 ,$16.45 ,$20.64 ,$23.87 ,Texas,Tom Green,118892
8182,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Tom Green,118892
8183,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Tom Green,118892
8184,Living Wage,$18.04 ,$34.90 ,$43.23 ,$56.68 ,$27.20 ,$32.92 ,$38.02 ,$41.92 ,$13.60 ,$19.07 ,$24.23 ,$28.79 ,Texas,Travis,1326436
8185,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Travis,1326436
8186,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Travis,1326436
8187,Living Wage,$14.81 ,$28.51 ,$34.80 ,$44.67 ,$23.01 ,$28.58 ,$33.69 ,$36.06 ,$11.50 ,$15.88 ,$20.02 ,$22.79 ,Texas,Trinity,13996
8188,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Trinity,13996
8189,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Trinity,13996
8190,Living Wage,$14.26 ,$27.77 ,$34.06 ,$44.10 ,$23.08 ,$27.84 ,$32.95 ,$35.49 ,$11.54 ,$15.51 ,$19.65 ,$22.50 ,Texas,Tyler,20030
8191,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Tyler,20030
8192,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Tyler,20030
8193,Living Wage,$14.73 ,$28.74 ,$35.16 ,$45.88 ,$23.64 ,$28.68 ,$33.79 ,$36.87 ,$11.82 ,$15.99 ,$20.20 ,$23.39 ,Texas,Upshur,42488
8194,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Upshur,42488
8195,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Upshur,42488
8196,Living Wage,$14.26 ,$28.52 ,$35.56 ,$46.46 ,$23.08 ,$27.84 ,$32.95 ,$35.59 ,$11.54 ,$15.88 ,$20.40 ,$23.68 ,Texas,Upton,3152
8197,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Upton,3152
8198,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Upton,3152
8199,Living Wage,$14.92 ,$27.46 ,$33.44 ,$42.83 ,$23.08 ,$27.84 ,$32.95 ,$35.14 ,$11.54 ,$15.35 ,$19.34 ,$21.87 ,Texas,Uvalde,24940
8200,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Uvalde,24940
8201,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Uvalde,24940
8202,Living Wage,$14.71 ,$27.91 ,$33.89 ,$44.01 ,$22.79 ,$28.29 ,$33.40 ,$36.31 ,$11.39 ,$15.58 ,$19.56 ,$22.45 ,Texas,Val Verde,47606
8203,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Val Verde,47606
8204,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Val Verde,47606
8205,Living Wage,$14.62 ,$28.39 ,$34.81 ,$45.84 ,$22.82 ,$28.33 ,$33.43 ,$36.83 ,$11.41 ,$15.82 ,$20.02 ,$23.37 ,Texas,Van Zandt,62859
8206,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Van Zandt,62859
8207,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Van Zandt,62859
8208,Living Wage,$15.60 ,$30.26 ,$36.87 ,$47.77 ,$24.48 ,$30.01 ,$35.12 ,$38.19 ,$12.24 ,$16.75 ,$21.05 ,$24.34 ,Texas,Victoria,91065
8209,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Victoria,91065
8210,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Victoria,91065
8211,Living Wage,$15.01 ,$30.80 ,$38.39 ,$49.81 ,$24.16 ,$29.56 ,$34.67 ,$37.28 ,$12.08 ,$17.02 ,$21.81 ,$25.36 ,Texas,Walker,78870
8212,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Walker,78870
8213,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Walker,78870
8214,Living Wage,$16.95 ,$32.28 ,$39.88 ,$52.48 ,$25.54 ,$31.05 ,$36.15 ,$39.95 ,$12.77 ,$17.76 ,$22.56 ,$26.69 ,Texas,Waller,61894
8215,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Waller,61894
8216,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Waller,61894
8217,Living Wage,$14.82 ,$29.28 ,$36.32 ,$47.33 ,$23.02 ,$28.59 ,$33.70 ,$36.46 ,$11.51 ,$16.26 ,$20.78 ,$24.12 ,Texas,Ward,10964
8218,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Ward,10964
8219,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Ward,10964
8220,Living Wage,$15.57 ,$29.84 ,$37.05 ,$48.05 ,$23.97 ,$28.98 ,$34.09 ,$36.66 ,$11.98 ,$16.54 ,$21.14 ,$24.48 ,Texas,Washington,36159
8221,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Washington,36159
8222,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Washington,36159
8223,Living Wage,$15.66 ,$29.32 ,$35.84 ,$46.52 ,$23.74 ,$29.15 ,$34.26 ,$37.21 ,$11.87 ,$16.28 ,$20.53 ,$23.71 ,Texas,Webb,267780
8224,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Webb,267780
8225,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Webb,267780
8226,Living Wage,$14.47 ,$29.35 ,$36.95 ,$48.63 ,$23.17 ,$28.12 ,$33.22 ,$36.10 ,$11.59 ,$16.30 ,$21.09 ,$24.77 ,Texas,Wharton,41824
8227,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Wharton,41824
8228,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Wharton,41824
8229,Living Wage,$14.26 ,$28.27 ,$35.05 ,$45.38 ,$22.78 ,$27.84 ,$32.95 ,$35.28 ,$11.39 ,$15.75 ,$20.14 ,$23.14 ,Texas,Wheeler,4807
8230,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Wheeler,4807
8231,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Wheeler,4807
8232,Living Wage,$14.60 ,$28.58 ,$34.96 ,$45.66 ,$23.16 ,$28.55 ,$33.66 ,$36.76 ,$11.58 ,$15.91 ,$20.10 ,$23.28 ,Texas,Wichita,129978
8233,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Wichita,129978
8234,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Wichita,129978
8235,Living Wage,$14.26 ,$27.87 ,$34.25 ,$44.14 ,$22.82 ,$27.84 ,$32.95 ,$35.24 ,$11.41 ,$15.55 ,$19.74 ,$22.52 ,Texas,Wilbarger,12491
8236,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Wilbarger,12491
8237,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Wilbarger,12491
8238,Living Wage,$14.37 ,$27.91 ,$34.33 ,$44.39 ,$22.45 ,$27.84 ,$32.95 ,$35.37 ,$11.22 ,$15.57 ,$19.78 ,$22.65 ,Texas,Willacy,20143
8239,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Willacy,20143
8240,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Willacy,20143
8241,Living Wage,$18.04 ,$34.35 ,$42.14 ,$55.04 ,$27.20 ,$32.92 ,$38.02 ,$41.92 ,$13.60 ,$18.80 ,$23.68 ,$27.97 ,Texas,Williamson,671418
8242,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Williamson,671418
8243,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Williamson,671418
8244,Living Wage,$15.88 ,$31.73 ,$39.23 ,$51.24 ,$25.02 ,$30.60 ,$35.70 ,$39.01 ,$12.51 ,$17.49 ,$22.23 ,$26.07 ,Texas,Wilson,52735
8245,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Wilson,52735
